player1_id,player2_id,total_matches,p1_wins,p2_wins,p1_win_pct,p2_win_pct
101611,101964,1,1,1,1.0,1.0
101611,102035,2,1,1,0.5,0.5
101611,102104,1,1,1,1.0,1.0
101611,102106,4,1,3,0.25,0.75
101611,102158,1,1,1,1.0,1.0
101611,102162,1,1,1,1.0,1.0
101611,102184,1,1,1,1.0,1.0
101611,102223,1,1,1,1.0,1.0
101611,102227,2,1,1,0.5,0.5
101611,102233,1,1,1,1.0,1.0
101611,102257,1,1,1,1.0,1.0
101611,102259,2,1,1,0.5,0.5
101611,102271,1,1,1,1.0,1.0
101611,102286,1,1,1,1.0,1.0
101611,102287,1,1,1,1.0,1.0
101611,102318,4,2,2,0.5,0.5
101611,102338,1,1,1,1.0,1.0
101611,102344,3,2,2,0.6666666666666666,0.6666666666666666
101611,102358,1,1,1,1.0,1.0
101611,102369,1,1,1,1.0,1.0
101611,102374,1,1,1,1.0,1.0
101611,102434,1,1,1,1.0,1.0
101611,102437,1,1,1,1.0,1.0
101611,102446,2,1,1,0.5,0.5
101611,102450,3,1,2,0.3333333333333333,0.6666666666666666
101611,102524,1,1,1,1.0,1.0
101611,102562,4,2,2,0.5,0.5
101611,102563,1,1,1,1.0,1.0
101611,102567,2,1,1,0.5,0.5
101611,102607,1,1,1,1.0,1.0
101611,102610,1,1,1,1.0,1.0
101611,102765,4,3,3,0.75,0.75
101611,102776,1,1,1,1.0,1.0
101611,102783,1,1,1,1.0,1.0
101611,102854,1,1,1,1.0,1.0
101611,102869,1,1,1,1.0,1.0
101611,102882,2,2,2,1.0,1.0
101611,102905,2,2,2,1.0,1.0
101611,102911,1,1,1,1.0,1.0
101611,102925,1,1,1,1.0,1.0
101611,102978,1,1,1,1.0,1.0
101611,102998,2,1,1,0.5,0.5
101611,103017,2,1,1,0.5,0.5
101611,103018,3,2,1,0.6666666666666666,0.3333333333333333
101611,103082,1,1,1,1.0,1.0
101611,103084,2,2,2,1.0,1.0
101611,103103,2,2,2,1.0,1.0
101611,103157,1,1,1,1.0,1.0
101611,103163,1,1,1,1.0,1.0
101611,103166,1,1,1,1.0,1.0
101611,103176,1,1,1,1.0,1.0
101611,103185,1,1,1,1.0,1.0
101611,103206,2,1,1,0.5,0.5
101611,103252,1,1,1,1.0,1.0
101611,103292,1,1,1,1.0,1.0
101611,103344,1,1,1,1.0,1.0
101611,103356,1,1,1,1.0,1.0
101611,103420,2,1,1,0.5,0.5
101611,103428,1,1,1,1.0,1.0
101611,103444,1,1,1,1.0,1.0
101611,103498,3,3,3,1.0,1.0
101611,103507,3,2,1,0.6666666666666666,0.3333333333333333
101611,103544,1,1,1,1.0,1.0
101611,103709,1,1,1,1.0,1.0
101611,103714,3,1,2,0.3333333333333333,0.6666666666666666
101611,103720,1,1,1,1.0,1.0
101611,104076,1,1,1,1.0,1.0
101638,103273,1,1,1,1.0,1.0
101647,101675,1,1,1,1.0,1.0
101647,101723,1,1,1,1.0,1.0
101647,101736,1,1,1,1.0,1.0
101647,101774,2,2,2,1.0,1.0
101647,101820,2,2,2,1.0,1.0
101647,101902,1,1,1,1.0,1.0
101647,101948,2,2,2,1.0,1.0
101647,101962,1,1,1,1.0,1.0
101647,102021,4,3,3,0.75,0.75
101647,102077,1,1,1,1.0,1.0
101647,102106,1,1,1,1.0,1.0
101647,102133,1,1,1,1.0,1.0
101647,102162,2,2,2,1.0,1.0
101647,102184,2,1,1,0.5,0.5
101647,102223,1,1,1,1.0,1.0
101647,102227,1,1,1,1.0,1.0
101647,102231,1,1,1,1.0,1.0
101647,102250,1,1,1,1.0,1.0
101647,102257,3,3,3,1.0,1.0
101647,102259,1,1,1,1.0,1.0
101647,102287,2,2,2,1.0,1.0
101647,102318,2,2,2,1.0,1.0
101647,102369,1,1,1,1.0,1.0
101647,102450,2,2,2,1.0,1.0
101647,102456,1,1,1,1.0,1.0
101647,102558,1,1,1,1.0,1.0
101647,102562,1,1,1,1.0,1.0
101647,102607,1,1,1,1.0,1.0
101647,102610,1,1,1,1.0,1.0
101647,102642,1,1,1,1.0,1.0
101647,102694,1,1,1,1.0,1.0
101647,102701,1,1,1,1.0,1.0
101647,102776,1,1,1,1.0,1.0
101647,102783,1,1,1,1.0,1.0
101647,102808,1,1,1,1.0,1.0
101647,102817,1,1,1,1.0,1.0
101647,102839,1,1,1,1.0,1.0
101647,102882,1,1,1,1.0,1.0
101647,102905,1,1,1,1.0,1.0
101647,102965,1,1,1,1.0,1.0
101647,102987,1,1,1,1.0,1.0
101647,102998,1,1,1,1.0,1.0
101647,103009,1,1,1,1.0,1.0
101647,103018,2,1,1,0.5,0.5
101647,103103,1,1,1,1.0,1.0
101647,103157,1,1,1,1.0,1.0
101647,103163,1,1,1,1.0,1.0
101647,103166,2,2,2,1.0,1.0
101647,103181,1,1,1,1.0,1.0
101647,103206,2,2,2,1.0,1.0
101647,103248,1,1,1,1.0,1.0
101647,103252,2,2,2,1.0,1.0
101647,103305,1,1,1,1.0,1.0
